UF,Nome,BrancaMasculino,BrancaMasculino(%),BrancaFeminino,BrancaFeminino(%),PretaMasculino,PretaMasculino(%),PretaFeminino,PretaFeminino(%),AmarelaMasculino,AmarelaMasculino(%),AmarelaFeminino,AmarelaFeminino(%),PardaMasculino,PardaMasculino(%),PardaFeminino,PardaFeminino(%),IndigenaMasculino,IndigenaMasculino(%),IndigenaFeminino,IndigenaFeminino(%),Total,latitude,longitude
MT, Mato Grosso,123213,0.14797374223580106,140647,0.1689112587489852,29016,0.03484702186225482,34385,0.04129496990397133,0.0,0.0,0.0,0.0,263427,0.31636498580466643,241980,0.29060802144432113,0.0,0.0,,0.0,832668,-12.64,-55.42
MS, Mato Grosso do Sul,132486,0.21110379915453953,144805,0.2307329501726454,20918,0.03333083699949171,18456,0.029407874924114105,0.0,0.0,0.0,0.0,162445,0.25884060695967254,148477,0.23658393178953674,0.0,0.0,0.0,0.0,627587,-20.51,-54.54
MG, Minas Gerais,957372,0.19243963873999206,994170,0.19983633910970647,232290,0.0466921987303919,225277,0.04528252810446638,6583.0,0.0013232370926091089,6263.0,0.0012589144631643396,1288815,0.25906240521206264,1247962,0.2508506165223528,7713.0,0.0015503763778359496,8476.0,0.0017037456474183208,4974921,-18.1,-44.38
PA, Pará,204809,0.0956236366760294,214426,0.10011373483535528,106685,0.049810348562720375,89276,0.041682229725691744,0.0,0.0,4335.0,0.0020239758262116775,751333,0.35079119479471704,757487,0.3536644467519273,7306.0,0.003411111277117074,6167.0,0.0028793215502300844,2141824,-3.79,-52.48
PB, Paraiba,146322,0.1501990890865922,196359,0.201561917783752,29770,0.030558814683423204,20267,0.020804014013736584,0.0,0.0,0.0,0.0,299599,0.30753746457302344,281870,0.2893386998594726,0.0,0.0,0.0,0.0,974187,-7.28,-36.72
PR, Paraná,867216,0.32660599660444495,904855,0.3407813844042488,46295,0.017435361677832027,32730,0.012326587919115287,14032.0,0.005284652663642704,8907.0,0.003354504081746406,399049,0.1502875827233436,382152,0.1439239299256262,0.0,0.0,0.0,0.0,2655236,-24.89,-51.55
PE, Pernambuco,358288,0.1569316577627708,393999,0.1725732266413442,71517,0.03132474815852074,62364,0.02731569548719867,0.0,0.0,0.0,0.0,690706,0.3025321462250825,686868,0.30085108600957566,9888.0,0.004330985776688802,9453.0,0.0041404539388186935,2283083,-8.38,-37.86
PI, Piauí,90609,0.11471933271885666,101431,0.1284209806642425,22795,0.028860567816953477,25073,0.03174472546060428,0.0,0.0,0.0,0.0,269544,0.34126751005277073,280380,0.35498688328657235,0.0,0.0,,0.0,789832,-6.6,-42.28
RJ, Rio de Janeiro,768431,0.20936520002506614,866425,0.2360644526726771,266160,0.07251743050276681,279052,0.07602995948549025,0.0,0.0,0.0,0.0,755515,0.20584613204951108,734707,0.20017682526448863,0.0,0.0,0.0,0.0,3670290,-22.25,-42.66
RN, Rio Grande do Norte,176859,0.2067099895978214,156173,0.18253252141796888,25357,0.029636858775815518,16015,0.018718077583889478,0.0,0.0,0.0,0.0,248268,0.2901716943863299,232918,0.27223085823817483,0.0,0.0,,0.0,855590,-5.81,-36.59
RS, Rio Grande do Sul,945335,0.38833573509524616,977632,0.4016030733788929,72458,0.029765142191425627,73160,0.03005351793762868,0.0,0.0,0.0,0.0,207560,0.08526391721069175,158179,0.06497861418611492,0.0,0.0,0.0,0.0,2434324,-30.17,-53.5
RO, Rondônia,76685,0.1685321647323067,76434,0.1679805369909256,14120,0.031031807602792862,13389,0.02942527422052363,0.0,0.0,0.0,0.0,136092,0.29909212183281064,138297,0.30393809462064053,0.0,0.0,0.0,0.0,455017,-10.83,-63.34
RR, Roraima,13673,0.1035064876076852,12787,0.09679934594013535,9585,0.07255976623415948,5676,0.04296809944132387,,0.0,0.0,0.0,39955,0.302464836712138,45271,0.34270768671743707,1953.0,0.014784478190434375,3198.0,0.024209299156686702,132098,1.99,-61.33
SC, Santa Catarina,644435,0.4212098078252924,634345,0.41461487278769016,26269,0.017169707482930948,16161,0.010563007447243788,0.0,0.0,0.0,0.0,106402,0.06954551812397955,102350,0.06689708633286318,0.0,0.0,0.0,0.0,1529962,-27.45,-50.95
SP, São Paulo,2958227,0.29035357109941434,3119109,0.30614433469720986,347569,0.034114319270783594,335355,0.03291550034397093,27371.0,0.0026864968761903902,37203.0,0.0036515196114468265,1733971,0.17019135855119386,1629556,0.15994289954979019,0.0,0.0,0.0,0.0,10188361,-22.19,-48.79
SE, Sergipe,67243,0.11763213782148843,74487,0.13030449340316774,24228,0.04238346645954258,28195,0.04932317305707458,0.0,0.0,0.0,0.0,186207,0.3257428652398896,191278,0.3346138640188371,0.0,0.0,0.0,0.0,571638,-10.57,-37.45
TO, Tocantins,44782,0.11748440344829396,47979,0.12587164916809646,14930,0.03916846374621564,14699,0.038562441299773854,0.0,0.0,0.0,0.0,129735,0.3403563726801933,129049,0.3385566696574268,0.0,0.0,0.0,0.0,381174,-9.46,-48.26
