UF,Nome,BrancaMasculino,BrancaMasculino(%),BrancaFeminino,BrancaFeminino(%),PretaMasculino,PretaMasculino(%),PretaFeminino,PretaFeminino(%),AmarelaMasculino,AmarelaMasculino(%),AmarelaFeminino,AmarelaFeminino(%),PardaMasculino,PardaMasculino(%),PardaFeminino,PardaFeminino(%),IndigenaMasculino,IndigenaMasculino(%),IndigenaFeminino,IndigenaFeminino(%),IgnoradoMasculino,IgnoradoMasculino(%),IgnoradoFeminino,IgnoradoFeminino(%),Total,latitude,longitude
MT, Mato Grosso,150971,0.176691856919985,151775,0.177632834014683,36824,0.04309768723279,29983,0.0350911893412107,4838,0.00566224774147942,5980,0.00699880973419738,235444,0.275556481447888,226864,0.265514710959691,5837,0.00683144689272744,5610,0.00656577301151293,109,"0,0%",196,"0,0%",854431,-12.64,-55.42
MS, Mato Grosso do Sul,148683,0.224235934636876,150901,0.227581006387006,18518,0.027927880373719,15959,0.0240685302345924,3421,0.00515937351541704,3927,0.00592249628618612,152970,0.230701364119656,148843,0.224477238279807,9745,0.0146969000022622,10098,0.0152292761644786,0,"0,0%",0,"0,0%",663065,-20.51,-54.54
MG, Minas Gerais,1077531,0.208977897659437,1101132,0.213555109231689,260814,0.0505826388290903,232867,0.0451625578236359,24590,0.00476901964161176,33300,0.00645824945366701,1225356,0.237647288815243,1191590,0.23109866265751,4153,0.000805438738170543,3896,0.000755595791936536,912,"0,0%",55,"0,0%",5156196,-18.1,-44.38
PA, Pará,223944,0.0998066208837858,238814,0.106433833278589,86553,0.0385746546339902,71384,0.031814184908585,9298,0.00414390187268889,13331,0.00594131596739251,800183,0.356622911614736,789796,0.351993667825575,5121,0.00228231033448481,4997,0.00222704642480387,254,"0,0%",104,"0,0%",2243779,-3.79,-52.48
PB, Paraiba,190795,0.185905861742046,201324,0.196165055212955,30671,0.0298850529913797,26722,0.0260372464554677,5990,0.00583650573565793,8857,0.00863003861447785,279098,0.271946089784751,277207,0.270103546822125,2889,0.00281496912693085,2669,0.00260060664582154,0,"0,0%",77,"0,0%",1026299,-7.28,-36.72
PR, Paraná,916685,0.338373396557446,948455,0.350100568714326,47710,0.0176110602330743,38242,0.0141161636016187,13974,0.00515818393831441,14067,0.00519251277087941,376141,0.138843886127202,347444,0.128251041953894,3078,0.00113617361973177,3297,0.00121701248351386,0,"0,0%",0,"0,0%",2709093,-24.89,-51.55
PE, Pernambuco,404629,0.167827048496301,437177,0.181326908304811,82678,0.0342921657013639,73260,0.0303858832976357,10520,0.00436335643313032,15282,0.00633848032424881,683611,0.283539777054054,688811,0.285696569207312,7525,0.00312112710639787,7411,0.0030738435861149,84,"0,0%",0,"0,0%",2410988,-8.38,-37.86
PI, Piauí,101284,0.11516206533097,107381,0.122094484195972,43186,0.0491034018540269,37845,0.0430305710916883,8133,0.00924739423143614,10861,0.0123491883373451,283117,0.321910059341142,286838,0.326140915597772,479,0.000544633202613785,367,0.000417286817033943,0,"0,0%",0,"0,0%",879491,-6.6,-42.28
RJ, Rio de Janeiro,847149,0.215161739135735,903284,0.229419094366497,260133,0.0660694502225656,243752,0.0619089490016677,15055,0.00382371930166771,21389,0.00543244982685955,824903,0.20951162557978,817318,0.207585161886446,1795,0.00045590010936523,1494,0.000379451121666659,743,"0,0%",251,"0,0%",3937266,-22.25,-42.66
RN, Rio Grande do Norte,173139,0.193494419429571,183328,0.204881308804974,25838,0.0288756941487549,20506,0.0229168273169118,4424,0.00494411606603032,6167,0.0068920352122986,243829,0.272495225195323,236721,0.264551559508762,309,0.000345328179114686,323,0.000360974116032503,217,"0,0%",0,"0,0%",894801,-5.81,-36.59
RS, Rio Grande do Sul,1074113,0.406811520265907,1083531,0.41037851079471,83041,0.0314511000745743,79575,0.0301383809014131,4111,0.00155700765172114,4391,0.00166305536334408,159517,0.0604157600534178,142933,0.0541347055907217,4728,0.00179069135911883,4381,0.00165926794507183,0,"0,0%",0,"0,0%",2640321,-30.17,-53.5
RO, Rondônia,75192,0.165920093913704,76985,0.169876561734579,17809,0.0392976773128677,13873,0.0306124250301203,3429,0.00756649646278978,4197,0.00926117983503316,128724,0.284044820844605,128303,0.283115834256436,1770,0.00390571558446717,1896,0.00418374957522585,1004,"0,2%",0,"0,0%",453182,-10.83,-63.34
RR, Roraima,12875,0.0966163636227197,13969,0.104825940461807,4416,0.033138474699645,3596,0.0269850441621204,543,0.00407477168521451,818,0.00613842217035998,42448,0.318537584703472,41927,0.314627905057069,6522,0.0489422853240682,6145,0.0461132081135233,0,"0,0%",0,"0,0%",133259,1.99,-61.33
SC, Santa Catarina,693393,0.413294336010376,689217,0.410805246638001,28889,0.0172191817237898,24968,0.0148820841593542,4034,0.00240445079697352,4045,0.00241100730633561,121223,0.0722545213092515,107114,0.0638449039829006,2494,0.00148653948627961,2198,0.00131010977980857,82,"0,0%",65,"0,0%",1677722,-27.45,-50.95
SP, São Paulo,3197252,0.298012959233046,3315390,0.309024495070031,332201,0.0309641539266148,284937,0.0265587193518016,57686,0.00537685974277832,59404,0.00553699296467086,1785672,0.166440867638707,1678846,0.156483713062518,5796,0.000540239903427923,5390,0.000502397011641909,3799,"0,0%",2194,"0,0%",10728567,-22.19,-48.79
SE, Sergipe,74466,0.125776326701585,80051,0.135209635656388,29150,0.0492356232824537,24920,0.0420909685145368,3500,0.00591165288125516,5160,0.00871546539065047,184083,0.310924227811455,189195,0.319558619105449,788,0.00133096642012259,738,0.00124651423610466,0,"0,0%",0,"0,0%",592051,-10.57,-37.45
TO, Tocantins,44137,0.111362019286569,45248,0.114165182243439,20469,0.0516453128390414,16870,0.0425646796421236,3824,0.00964833046541084,5250,0.0132462695981713,129405,0.326501622352638,127586,0.321912105324243,1775,0.00447850067366743,1774,0.00447597757469635,0,"0,0%",0,"0,0%",396338,-9.46,-48.26
