UF,Nome,BrancaMasculino,BrancaMasculino(%),BrancaFeminino,BrancaFeminino(%),PretaMasculino,PretaMasculino(%),PretaFeminino,PretaFeminino(%),AmarelaMasculino,AmarelaMasculino(%),AmarelaFeminino,AmarelaFeminino(%),PardaMasculino,PardaMasculino(%),PardaFeminino,PardaFeminino(%),IndigenaMasculino,IndigenaMasculino(%),IndigenaFeminino,IndigenaFeminino(%),Total,latitude,longitude
MT, Mato Grosso,120376,0.1537184552556909,125958,0.16084659057533324,37270,0.04759326466554462,31689,0.04046640633180691,0.0,0.0,0.0,0.0,252735,0.32273903260655806,215066,0.27463625056506624,,0.0,0,0.0,783094,-12.64,-55.42
MS, Mato Grosso do Sul,142858,0.23427716790590736,129383,0.2121791066315503,24861,0.040770308077312876,17272,0.028324876759235267,0.0,0.0,0.0,0.0,145382,0.23841635207336392,150026,0.2460321885526303,0.0,0.0,0,0.0,609782,-20.51,-54.54
MG, Minas Gerais,967944,0.19524707243561013,1032788,0.20832696255840102,253213,0.05107640209830129,254431,0.051322088764292895,0.0,0.0,8024.0,0.0016185466403256135,1256142,0.25338041050247967,1162197,0.23443046482384186,9478.0,0.0019118376192679668,13317,0.0026862145574795856,4957534,-18.1,-44.38
PA, Pará,202406,0.09433169096661018,215729,0.10054089977834574,93888,0.043756676192766505,77186,0.035972678176283183,0.0,0.0,3450.0,0.00160787888617336,774899,0.3611431133382176,754647,0.3517046312504544,12221.0,0.005695619671862212,11258,0.005246811739286866,2145684,-3.79,-52.48
PB, Paraiba,170649,0.17530402302747147,165043,0.16954510060136874,39235,0.04030526603427412,31141,0.03199047507514541,,0.0,0.0,0.0,269053,0.2763923217107061,298325,0.30646281355103416,0.0,0.0,0,0.0,973446,-7.28,-36.72
PR, Paraná,840741,0.32418672892763706,844372,0.32558682956830554,51614,0.01990217418547574,35187,0.013567981614762173,14643.0,0.005646288537953292,10439.0,0.004025241142367986,415886,0.16036415726936032,380503,0.14672059875413793,0.0,0.0,0,0.0,2593385,-24.89,-51.55
PE, Pernambuco,347127,0.152734487061478,388859,0.17109639960083564,84464,0.037163821065951876,76760,0.03377409198028114,0.0,0.0,4525.0,0.0019909818422455985,683862,0.30089653582359327,673757,0.2964503763725675,7072.0,0.00311165162173721,6322,0.0027816546313097624,2272748,-8.38,-37.86
PI, Piauí,86331,0.10520049766460769,101452,0.12362651757850342,35872,0.043712597470489244,30830,0.03756855987999508,,0.0,,0.0,293727,0.35792735607756454,272421,0.33196447132884005,0.0,0.0,0,0.0,820633,-6.6,-42.28
RJ, Rio de Janeiro,772962,0.21220033465061405,831392,0.2282410527630638,262905,0.07217499564185521,276459,0.07589595907324566,7773.0,0.0021339124060939904,0.0,0.0,732206,0.20101163864871432,758908,0.208342106816413,0.0,0.0,0,0.0,3642605,-22.25,-42.66
RN, Rio Grande do Norte,180814,0.1983605802036549,197692,0.21687645769476338,24291,0.026648250985692377,24961,0.027383269229503415,,0.0,,0.0,251680,0.27610356955576376,232104,0.2546278723306222,0.0,0.0,0,0.0,911542,-5.81,-36.59
RS, Rio Grande do Sul,925385,0.3770682246212347,970024,0.3952573550684186,95389,0.03886832062157367,97178,0.03959728754220388,0.0,0.0,0.0,0.0,192921,0.07860985315533882,166316,0.0677690678432277,6945.0,0.0028298911480026958,0,0.0,2454158,-30.17,-53.5
RO, Rondônia,65231,0.14508706647479197,66751,0.14846785691249315,18138,0.04034261642041019,11331,0.025202458190520888,0.0,0.0,0.0,0.0,149870,0.3333414887488629,138278,0.30755851325292094,0.0,0.0,0,0.0,449599,-10.83,-63.34
RR, Roraima,17108,0.12063263737581001,15015,0.10587438918621624,4373,0.030835078515572666,5133,0.03619402195756563,,0.0,,0.0,48290,0.34050444580768446,44679,0.31504241321684684,3801.0,0.026801768451335858,3420,0.02411524548896833,141819,1.99,-61.33
SC, Santa Catarina,612753,0.401917519254559,631521,0.414227843318855,16695,0.010950599970877111,21561,0.014142311229235182,0.0,0.0,0.0,0.0,138412,0.09078732813231762,103632,0.06797439809415613,,0.0,0,0.0,1524574,-27.45,-50.95
SP, São Paulo,2894448,0.28325050794201917,3020349,0.2955711722622654,364196,0.03564019874962397,355188,0.03475867640908038,43808.0,0.004287048256497949,39719.0,0.0038868989613733114,1782926,0.17447703158703576,1691295,0.16551002741448362,13863.0,0.0013566323497952672,12894,0.0012618060678251588,10218686,-22.19,-48.79
SE, Sergipe,63256,0.11118630244375736,69031,0.12133713235100252,27102,0.04763771292574163,25292,0.044456240695072584,0.0,0.0,0.0,0.0,193747,0.34055287308035065,190491,0.33482973850407527,0.0,0.0,0,0.0,568919,-10.57,-37.45
TO, Tocantins,34695,0.09405421231122063,35461,0.09613075148488816,17605,0.04772515946790717,17601,0.047714315921308384,0.0,0.0,0.0,0.0,130348,0.3533586530146415,133173,0.36101690780003415,0.0,0.0,0,0.0,368883,-9.46,-48.26
