UF,Nome,BrancaEstuda,BrancaEstuda(%),BrancaNaoEstuda,BrancaNaoEstuda(%),PretaEstuda,PretaEstuda(%),PretaNaoEstuda,PretaNaoEstuda(%),AmarelaEstuda,AmarelaEstuda(%),AmarelaNaoEstuda,AmarelaNaoEstuda(%),PardaEstuda,PardaEstuda(%),PardaNaoEstuda,PardaNaoEstuda(%),IndigenaEstuda,IndigenaEstuda(%),IndigenaNaoEstuda,IndigenaNaoEstuda(%),Total,latitude,longitude
MT, Mato Grosso,100457,0.12064472274664091,163403,0.19624027823814533,21431,0.025737749018816623,41970,0.05040424274740953,0.0,0.0,0,0.0,185288,0.22252326257283817,320119,0.38444974467614945,0.0,0.0,0.0,0.0,832668,-12.64,-55.42
MS, Mato Grosso do Sul,97628,0.15556090231314543,179663,0.28627584701403946,6153,0.009804218379284465,33221,0.052934493544321344,0.0,0.0,0,0.0,97218,0.1549076064354424,213704,0.34051693231376684,0.0,0.0,0.0,0.0,627587,-20.51,-54.54
MG, Minas Gerais,795713,0.16023069460089576,1155829,0.23274633380359344,121780,0.024522527580292247,335787,0.06761657060768266,0.0,0.0,7826,0.001575901632808073,848417,0.17084356447765486,1688360,0.3399807412174595,0.0,0.0,12334.0,0.002483666079613439,4966046,-18.1,-44.38
PA, Pará,176518,0.08242388358545154,242717,0.11333505791029834,57930,0.02705002082566768,138031,0.06445263981680883,0.0,0.0,4099,0.0019140002652237498,551718,0.2576209803192771,957102,0.4469122912530328,7083.0,0.0033073588383946864,6390.0,0.0029837671858452697,2141588,-3.79,-52.48
PB, Paraiba,129219,0.1314464922578007,213462,0.2171416829594305,19001,0.019328541463642893,31036,0.031571002203337764,,0.0,0,0.0,205850,0.20939846641181462,375619,0.3820939643193558,0.0,0.0,8867.0,0.009019850384617733,983054,-7.28,-36.72
PR, Paraná,638459,0.24045282603881538,1133612,0.42693455496987837,19809,0.007460353806591957,59216,0.022301595790355358,15148.0,0.005704954286549294,7791,0.0029342024588398167,246303,0.09276124608132762,534898,0.2014502665676422,0.0,0.0,0.0,0.0,2655236,-24.89,-51.55
PE, Pernambuco,275920,0.12085412575889708,476367,0.2086507586452179,42060,0.018422457703027004,91821,0.0402179859426924,0.0,0.0,0,0.0,461589,0.20217793220833408,915985,0.40120530002632404,8004.0,0.003505785816809989,11337.0,0.004965653898697507,2283083,-8.38,-37.86
PI, Piauí,79215,0.10029348013248388,112825,0.1428468332506153,19375,0.024530533075388185,28493,0.03607476020216958,0.0,0.0,0,0.0,223388,0.282829766330055,326536,0.41342462700928806,0.0,0.0,,0.0,789832,-6.6,-42.28
RJ, Rio de Janeiro,678022,0.18473254157028463,956834,0.2606971111274586,172122,0.04689602184023606,373090,0.101651368148021,0.0,0.0,0,0.0,524314,0.142853561980116,965908,0.26316939533388367,0.0,0.0,0.0,0.0,3670290,-22.25,-42.66
RN, Rio Grande do Norte,126803,0.14820533199312755,206229,0.24103717902266272,14681,0.017158919575965124,26691,0.031196016783739875,0.0,0.0,0,0.0,156843,0.18331560677427272,324343,0.379086945850232,0.0,0.0,,0.0,855590,-5.81,-36.59
RS, Rio Grande do Sul,729530,0.2996848406374829,1193437,0.4902539678366561,52464,0.02155177371623498,93154,0.03826688641281933,0.0,0.0,0,0.0,130207,0.05348794983740866,235532,0.096754581559398,0.0,0.0,0.0,0.0,2434324,-30.17,-53.5
RO, Rondônia,59397,0.1305379798996521,93722,0.20597472182358023,8033,0.017654285444280104,19476,0.04280279637903639,0.0,0.0,0,0.0,93483,0.20544946672322134,180906,0.39758074973022983,,0.0,0.0,0.0,455017,-10.83,-63.34
RR, Roraima,9415,0.0719504180231403,17045,0.13025967872590827,5680,0.04340715606706711,9581,0.07321900744341021,0.0,0.0,0,0.0,32504,0.24839897901477984,52722,0.4029070567197029,0.0,0.0,3907.0,0.02985770400599141,130854,1.99,-61.33
SC, Santa Catarina,490229,0.3204190692317848,788551,0.5154056113811977,8756,0.005723017957308744,33674,0.02200969697286599,0.0,0.0,0,0.0,55889,0.036529665442671125,152863,0.0999129390141716,0.0,0.0,0.0,0.0,1529962,-27.45,-50.95
SP, São Paulo,2094008,0.20528157878380834,3983328,0.3904970089196172,192789,0.018899655728226265,490135,0.04804933248449954,18775.0,0.0018405668181143537,45799,0.0044898066419610805,1016259,0.09962676932144209,2347268,0.23010937917558683,0.0,0.0,12301.0,0.0012059021267443232,10200662,-22.19,-48.79
SE, Sergipe,60011,0.10498077454612885,81719,0.1429558566785273,17355,0.030360123014915034,35068,0.06134651650170213,0.0,0.0,0,0.0,145358,0.25428330516865566,232127,0.40607342409007097,0.0,0.0,0.0,0.0,571638,-10.57,-37.45
TO, Tocantins,38581,0.10121624245095416,54180,0.14213981016543625,12858,0.03373262604479844,16771,0.043998279001191055,0.0,0.0,0,0.0,105386,0.27647740926715886,153398,0.40243563307046126,0.0,0.0,0.0,0.0,381174,-9.46,-48.26
