UF,Nome,BrancaEstuda,BrancaEstuda(%),BrancaNaoEstuda,BrancaNaoEstuda(%),PretaEstuda,PretaEstuda(%),PretaNaoEstuda,PretaNaoEstuda(%),AmarelaEstuda,AmarelaEstuda(%),AmarelaNaoEstuda,AmarelaNaoEstuda(%),PardaEstuda,PardaEstuda(%),PardaNaoEstuda,PardaNaoEstuda(%),IndigenaEstuda,IndigenaEstuda(%),IndigenaNaoEstuda,IndigenaNaoEstuda(%),Total,latitude,longitude
MT, Mato Grosso,92392,0.11827129739742213,154136,0.1973099910776805,18829,0.024103063671054435,45097,0.057728815251661895,0.0,0.0,0.0,0.0,149322,0.19114757414037867,321411,0.41143925846180235,,0.0,0.0,0.0,781187,-12.64,-55.42
MS, Mato Grosso do Sul,107809,0.171590871109088,174970,0.2784856061920352,5746,0.00914544375138272,25625,0.04078524123375952,0.0,0.0,0.0,0.0,105593,0.16806384302815097,208548,0.33192899468558357,0.0,0.0,0.0,0.0,628291,-20.51,-54.54
MG, Minas Gerais,775840,0.15967666216831702,1108402,0.22812168965339108,161128,0.03316196795970379,397953,0.08190323615676978,0.0,0.0,0.0,0.0,842363,0.1733678492654285,1563790,0.32184569954139064,0.0,0.0,9343.0,0.0019228952549992086,4858819,-18.1,-44.38
PA, Pará,160137,0.07495804770274603,229754,0.10754486028773308,55429,0.02594559424814696,92407,0.043254515284210725,0.0,0.0,0.0,0.0,607382,0.28430761741377253,966245,0.4522867220101528,14102.0,0.006600962854956222,10899.0,0.005101680198281652,2136355,-3.79,-52.48
PB, Paraiba,135112,0.1402753970915426,202332,0.21006425516849722,12926,0.013419975892631887,47183,0.048986130476717495,,0.0,,0.0,202329,0.21006114052145422,354905,0.36846793626601576,0.0,0.0,8404.0,0.008725164583140831,963191,-7.28,-36.72
PR, Paraná,637940,0.2444117169277546,1112170,0.4261017951775102,22755,0.008718043418959551,66333,0.025413929866396127,14686.0,0.005626595721856294,9693.0,0.00371364512678422,236202,0.0904952446339303,510325,0.19551902912680874,0.0,0.0,0.0,0.0,2610104,-24.89,-51.55
PE, Pernambuco,275298,0.12247196759563048,447109,0.19890561849237826,56343,0.02506534035932193,115517,0.05139010919347197,0.0,0.0,0.0,0.0,453698,0.20183687042478463,899880,0.4003300939344127,0.0,0.0,0.0,0.0,2247845,-8.38,-37.86
PI, Piauí,68109,0.08600185870789497,90614,0.11441912852864076,27018,0.034115876294908254,50094,0.0632541530504528,,0.0,,0.0,211640,0.26723976826761353,344473,0.4349692151504897,,0.0,,0.0,791948,-6.6,-42.28
RJ, Rio de Janeiro,652472,0.18214180033610441,861806,0.24057874725728737,203311,0.05675558731736186,381636,0.10653617030779795,0.0,0.0,7691.0,0.0021469926470177713,538710,0.1503843985014879,936594,0.2614563036329427,,0.0,0.0,0.0,3582220,-22.25,-42.66
RN, Rio Grande do Norte,138473,0.15655334592034006,223245,0.25239398084815323,21196,0.023963550440356807,40265,0.04552237962261591,,0.0,,0.0,144126,0.16294445512204497,317205,0.358622288046489,,0.0,,0.0,884510,-5.81,-36.59
RS, Rio Grande do Sul,728844,0.3052339350395193,1114681,0.46681933025968025,46769,0.019586476540745724,112451,0.04709356354601119,0.0,0.0,0.0,0.0,117030,0.049011211476907186,252537,0.10576044016699744,4225.0,0.001769395612150157,11284.0,0.004725647357988727,2387821,-30.17,-53.5
RO, Rondônia,52143,0.11542676002399604,83487,0.18481165092387009,7835,0.017344009067142455,27284,0.06039744012608995,,0.0,0.0,0.0,93747,0.2075237802191964,187245,0.41449635963970505,0.0,0.0,0.0,0.0,451741,-10.83,-63.34
RR, Roraima,12813,0.09612441483615412,15500,0.11628255911655264,4338,0.03254411235145841,5581,0.041869223382547116,,0.0,,0.0,40716,0.3054555275477134,50834,0.38136178129876364,0.0,0.0,3514.0,0.026362381466810705,133296,1.99,-61.33
SC, Santa Catarina,482980,0.31869034618595,781021,0.5153502274804275,10032,0.00661953197427937,27948,0.018441255942699346,0.0,0.0,0.0,0.0,67363,0.0444489167048825,146171,0.09644972171176135,0.0,0.0,0.0,0.0,1515515,-27.45,-50.95
SP, São Paulo,2156087,0.21256068604249367,3693386,0.36411733941150864,234682,0.023136435089040702,548476,0.05407223124013213,35775.0,0.0035269256496468886,63037.0,0.0062145859448439105,1070190,0.10550609534578906,2321606,0.2288785953815266,0.0,0.0,20156.0,0.001987105895018384,10143395,-22.19,-48.79
SE, Sergipe,53517,0.09101267480361962,86144,0.1464991658404434,18335,0.03118107129555778,39955,0.06794871576842167,0.0,0.0,,0.0,141141,0.24002877467828312,248925,0.42332959761367445,0.0,0.0,0.0,0.0,588017,-10.57,-37.45
TO, Tocantins,35462,0.09819134325713273,38750,0.1072955431508063,11900,0.03295011518695729,20260,0.05609826333510544,0.0,0.0,0.0,0.0,98271,0.2721042663476874,156509,0.4333604687223108,0.0,0.0,0.0,0.0,361152,-9.46,-48.26
