UF,Nome,Alfabetizacao,Alfabetizacao(%),EnsinoFundamental ,EnsinoFundamental(%),EJAEnsinoFundamental,EJAEnsinoFundamental(%),EnsinoMedio,EnsinoMedio(%),EJAEnsinoMedio,EJAEnsinoMedio(%),EnsinoSuperior,EnsinoSuperior(%),Especializacao,Especializacao(%),Mestrado,Mestrado(%),Doutorado,Doutorado(%),Total,latitude,longitude
BA,Bahia,2557.93,0.001864340285319069,359670.0,0.2621444959090787,28406.6,0.020704072726362592,621068.0,0.45266371336297073,25972.2,0.018929766943725564,310057.0,0.22598419653593907,18754.8,0.013669384691176881,2390.33,0.0017421854836554287,3152.71,0.0022978440617719338,1372029.57,-13.29,-41.71
MG,Minas Gerais,1274.23,0.0007598176661808289,161626.0,0.09637686297932292,17881.8,0.010662837590633046,825822.0,0.49243397559371893,44746.4,0.026682078759716725,566557.0,0.33783541236543785,43115.6,0.02570963999276908,11401.1,0.006798425083300698,4596.63,0.002740949968919884,1677020.76,-18.1,-44.38
ES,Espírito Santo,122001.0,0.2779029912845553,44752.8,0.10194127087777516,6135.58,0.013976082452321634,136732.0,0.3114583634914453,10257.4,0.023365071948608596,107053.0,0.24385332026774778,8413.9,0.019165809939009678,2315.92,0.005275375575411081,1344.11,0.003061714163125578,439005.70999999996,-19.19,-40.34
RJ,Rio de Janeiro,5274.27,0.003722070183132992,195805.0,0.13818025095574465,11271.3,0.007954194543538136,586317.0,0.413765890552434,20051.1,0.014150129107728258,549074.0,0.38748337945034367,32165.3,0.02269916103300127,11531.7,0.008137959704534414,5536.27,0.003906964469542456,1417025.9400000002,-22.25,-42.66
SP,São Paulo,9790.28,0.002944486486137935,256613.0,0.07717792654217386,41468.2,0.012471814340801805,1573399.0,0.47320935589206237,69822.7,0.020999603338787365,1270226.0,0.3820282250702783,69214.7,0.020816743626545033,24086.3,0.007244101787800159,10333.1,0.003107742915413236,3324953.28,-22.19,-48.79
PR,Paraná,4169.91,0.004546121215268315,89202.7,0.09725060898897456,20328.9,0.02216298279173125,387278.0,0.4222184008783601,29199.2,0.03183356537403987,343522.0,0.37451471425316185,33210.3,0.03620654867741158,9008.2,0.009820923984301828,1326.46,0.0014461338367506276,917245.67,-24.89,-51.55
SC,Santa Catarina,366807.0,0.39004492491693415,60217.3,0.06403218111213936,7762.04,0.00825378007781269,226474.0,0.24082156099975668,14956.6,0.015904129212399483,243558.0,0.25898786507051025,15139.4,0.016098509941978843,4248.01,0.0045171295572232414,1260.09,0.0013399191112453675,940422.44,-27.45,-50.95
RS,Rio Grande do Sul,1586.02,0.0017458510389768657,140619.0,0.15478986850726212,19340.0,0.021288986957171147,369639.0,0.4068893407374243,17821.2,0.019617130008331877,325705.0,0.3585278953922145,22702.8,0.024990672858907194,7698.11,0.008473886421141094,3339.8,0.003676368078570848,908450.93,-30.17,-53.5
MS,Mato Grosso do Sul,0.0,0.0,26167.0,0.01815571440269573,3550.42,0.0024634238364970753,92588.4,0.06424154650523764,8141.07,0.005648600980332256,80350.1,0.05575012297275356,7516.23,0.005215061920165618,549639.0,0.38136158935236286,673302.0,0.4671639400299553,1441254.22,-20.51,-54.54
MT,Mato Grosso,210.35,0.0007032078446370332,29312.3,0.0979921050836896,2413.74,0.008069222262487246,129590.0,0.4332241720300125,10237.0,0.034222670337767096,112185.0,0.3750386120779918,14146.2,0.047291270795362016,1034.61,0.0034587395680528684,0.0,0.0,299129.19999999995,-12.64,-55.42
GO,Goiás,1532.71,0.002456413134869952,66484.4,0.10655189398121485,4815.16,0.007717064722289538,305429.0,0.4894988663022976,11572.8,0.018547264601407296,218753.0,0.3505867010016289,12405.1,0.019881158587975054,2037.64,0.003265644290267832,932.82,0.0014949933780489387,623962.63,-15.98,-49.86
DF,Distrito Federal,593648.0,0.655239012548998,28383.1,0.03132784818121086,5246.74,0.005791089562672374,113480.0,0.1252535562219704,9951.84,0.010984343945647287,138287.0,0.15263428383210806,13338.2,0.014722038981317288,2352.01,0.0025960311664578483,1315.33,0.0014517955596179443,906002.22,-15.83,-47.86
